squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,type_numeric,condition_numeric,city_numeric,floor_ratio,price_per_sqm,is_high_floor,log_price,comfort_score,uuid,split
0.06666666666666667,0.0,0.2,0.3103448275862069,53.4572067,14.5422931,0.198,0.08,False,True,True,False,False,449000,0.0,0.5,1.0,0.4,1.0,0,13.014780393893403,0.4,046162638a6f68f7c63142330e7dcf03,train
0.1485,0.2,0.2,0.3448275862068966,53.3980728,14.5247091,0.185,0.12,False,False,True,False,True,449000,0.0,0.5,1.0,0.36363636363636365,1.0,0,13.014780393893403,0.4,0665fc3b2ac634f4f93bd5662d22d7f9,train
0.2787777777777778,0.4,0.1,0.10344827586206896,53.418611,14.549722,0.046,0.22,False,True,True,False,True,769000,0.0,0.5,1.0,0.5,1.0,0,13.552847548877052,0.6,dca4adb6b2dccf244dd2ca739b18965d,test
0.23555555555555555,0.6,0.15,0.10344827586206896,53.4583785,14.5328094,0.21549999999999997,0.16,True,True,False,False,True,485000,0.0,0.5,1.0,0.75,1.0,1,13.091906231773164,0.6,636da86f4fce4da371ac12d89bb133d7,train
0.04555555555555555,0.0,0.25,0.1724137931034483,53.4225,14.5406,0.0675,0.38,True,False,True,False,False,440000,0.6666666666666666,0.5,1.0,0.8333333333333334,1.0,1,12.994532278619134,0.4,1128933dc229be695001c17075cdefae,train
0.3913333333333333,0.6,0.4,0.2413793103448276,53.4580702,14.5429308,0.202,0.1,True,True,True,False,False,1200000,0.6666666666666666,0.5,1.0,1.0,1.0,1,13.997832948091215,0.6,29341b7bfcc4dec0235ef33991cb506f,val
0.09444444444444444,0.2,0.3,0.3103448275862069,53.4285743,14.5525716,0.04,1.0,False,True,True,False,True,459000,0.0,0.5,1.0,0.6,1.0,0,13.036807667689546,0.6,6f08a1218b806d78c072a5b9dd2dfc26,val
0.32061111111111107,0.4,0.15,0.06896551724137931,53.4330962,14.5686108,0.0595,0.18,False,False,False,False,True,599000,0.3333333333333333,0.5,1.0,1.0,1.0,1,13.303018546545275,0.2,eef3bb002e84fb2a8413d1259f0ef4d5,val
0.4722222222222222,0.6,0.15,0.10344827586206896,53.4274747,14.4872832,0.24500000000000002,0.1,False,True,True,False,False,1199999,0.6666666666666666,0.5,1.0,0.75,1.0,1,13.997832114758229,0.4,a01d82c9529f98a54d64b9e061c9a73b,val
0.18166666666666667,0.4,0.05,0.10344827586206896,53.456111,14.493056,0.28900000000000003,0.24,False,True,False,False,True,450000,0.0,0.5,1.0,0.25,1.0,0,13.017005083966255,0.4,77d0d9ae9322fbe79743a6d71a8c6c7a,val
0.2222222222222222,0.2,0.15,0.10344827586206896,53.4243973559952,14.5529966398226,0.027000000000000003,1.0,True,True,False,False,True,590000,0.0,0.5,1.0,0.75,1.0,1,13.28787951079572,0.6,93f030f7313dfeb2eee37a0d84750c81,val
0.19516666666666668,0.2,0.15,0.10344827586206896,53.399444,14.526111,0.1765,0.16,True,True,False,False,False,479000,0.0,0.5,1.0,0.75,1.0,1,13.079457964073546,0.4,0ec9cbbd446a25f6f2ab164bb9be2ec4,val
0.49444444444444446,0.6,0.2,0.10344827586206896,53.4183,14.5412,0.0715,0.18,False,True,True,True,False,1199000,0.0,0.5,1.0,1.0,1.0,1,13.99699926803766,0.6,1a8d57334f9f369225d7bb9febf9b6d1,val
0.18316666666666667,0.4,0.2,0.10344827586206896,53.3970831,14.5254429,0.188,0.12,True,True,False,False,True,450000,0.0,0.5,1.0,1.0,1.0,1,13.017005083966255,0.6,6e6ca265a8135b8798a0bdae5e921617,val
0.4222222222222222,0.4,0.15,0.06896551724137931,53.428898,14.5338625,0.095,0.58,False,True,False,False,True,665000,0.3333333333333333,0.5,1.0,1.0,1.0,1,13.407543823396258,0.4,945fe25d75475445f050a7724944e95a,train
0.09633333333333335,0.2,0.5,0.3448275862068966,53.4065346,14.52471231,0.1525,0.34,False,True,True,False,True,419000,0.0,0.5,1.0,0.9090909090909091,1.0,1,12.945628585536271,0.6,d222b6d12068d218e8f8ea91de456e66,train
0.13833333333333334,0.2,0.2,0.10344827586206896,53.4327830394222,14.5154391859077,0.1595,0.24,False,False,False,False,True,525000,0.0,0.5,1.0,1.0,1.0,1,13.171155446333852,0.2,13ed14f54b3504ecc3c7eae87cb34d8d,val
0.09522222222222222,0.2,0.1,0.10344827586206896,53.432222,14.555833,0.052000000000000005,0.94,False,False,False,False,True,439000,0.3333333333333333,0.5,1.0,0.5,1.0,0,12.992256969959042,0.2,a7f482c31b57a69cff05e36b9e6c127b,test
0.1118888888888889,0.2,0.15,0.10344827586206896,53.43287621,14.54375267,0.0775,1.0,True,False,False,False,True,350000,0.3333333333333333,0.5,1.0,0.75,1.0,1,12.765691290604371,0.4,d6361b308f15a2c5251c72d5e77188fa,val
