id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
81f1055b7024e30916be7ce468680209,wroclaw,blockOfFlats,67.3,4.0,3.0,4.0,2003.0,51.084846,17.007481,3.27,14.0,0.044,1.397,0.546,0.39,0.14,0.223,0.218,condominium,no,yes,no,no,no,899000
2839c3062a23e72ac4f6ea087ab92fc3,gdansk,apartmentBuilding,46.67,2.0,2.0,6.0,2022.0,54.3564294,18.6203736,2.34,7.0,0.381,0.912,0.491,0.373,0.189,1.737,0.404,condominium,no,yes,yes,yes,no,950000
991b7f82b4ae5433e930e497667332db,lodz,blockOfFlats,38.0,2.0,5.0,6.0,1960.0,51.75963204,19.45841789,2.45,47.0,0.204,0.117,0.411,0.293,0.054,0.796,0.12,cooperative,no,no,yes,no,yes,425000
aabcabdb8fe2a8843a7e8ec08f8f7847,bialystok,blockOfFlats,54.0,3.0,2.0,4.0,1970.0,53.1306932,23.1848001,2.65,21.0,0.192,0.123,0.196,0.173,0.304,1.365,0.093,condominium,no,yes,no,no,yes,536000
10ef0641f3872e292ad4a5eadc4ea9a7,krakow,blockOfFlats,60.0,3.0,2.0,2.0,2012.0,50.0898358,19.8727192,6.06,3.0,0.909,0.423,0.782,0.493,0.895,2.455,1.134,condominium,yes,yes,no,no,no,960000
f37c43aa960e87beb6235aea06ae4813,gdansk,tenement,72.3,4.0,3.0,3.0,1960.0,54.34905,18.65389,0.05,142.0,0.432,0.761,0.221,0.16,0.047,0.741,0.139,condominium,no,yes,no,no,yes,998000
49ba44b509aa00afeb0f2661d0e4b306,krakow,blockOfFlats,66.0,3.0,1.0,2.0,2019.0,50.1027787,19.8733288,7.03,0.0,1.059,1.123,1.658,1.773,1.85,3.659,2.036,condominium,yes,yes,yes,no,no,839000
6067891393bc25002cab561076fe9046,lodz,blockOfFlats,73.0,3.0,3.0,4.0,1965.0,51.8064416,19.460037,2.8,1.0,0.452,1.93,0.819,0.6,0.592,2.594,0.91,condominium,no,yes,no,no,no,489000
3d64466d6e107214ecea4c2c992f881c,gdansk,apartmentBuilding,60.0,3.0,2.0,5.0,2019.0,54.35842,18.65463,1.01,23.0,0.138,0.248,0.397,0.2,0.22,0.366,0.071,condominium,no,yes,yes,yes,no,1399000
4dd92ea3f12e4f524e3e657faef058b9,krakow,blockOfFlats,40.5,2.0,3.0,4.0,1960.0,50.0809,20.0177,6.33,25.0,0.137,1.321,0.337,0.168,0.3,1.241,0.272,cooperative,no,yes,no,no,yes,545000
e0abe58e48877026ebe3e31b93c314a7,warszawa,blockOfFlats,72.0,3.0,2.0,3.0,2004.0,52.23638745,21.08136854,5.32,29.0,0.183,0.259,0.123,0.273,0.255,0.192,0.241,cooperative,yes,no,no,no,no,940000
836f8dec40d4d2e84473028a15f96f04,warszawa,blockOfFlats,85.46,4.0,1.0,4.0,2012.0,52.155535,21.07083153,9.63,8.0,0.161,1.048,0.594,0.245,0.5,1.345,0.138,condominium,yes,yes,yes,no,no,1599000
771ac22ab709315ff79e742186247e0d,krakow,apartmentBuilding,75.7,3.0,3.0,6.0,2016.0,50.05493451,19.96181488,1.67,12.0,0.362,0.407,0.602,0.311,0.184,0.516,0.371,condominium,yes,yes,yes,no,no,1968200
1669e05cff34d5a76ed81ff6f44d51a1,wroclaw,blockOfFlats,63.2,3.0,6.0,7.0,1992.0,51.0839,17.0117,3.24,24.0,0.222,1.166,0.436,0.078,0.129,0.198,0.139,cooperative,no,yes,yes,no,yes,780000
4fc6a405bef3f4305f75b5d18201c6f4,krakow,blockOfFlats,61.2,3.0,3.0,4.0,2001.0,50.0468638,19.98272591,3.3,3.0,0.66,0.791,0.531,0.374,0.14,1.928,0.091,condominium,yes,yes,no,no,no,819000
4768ccd573e3e4b5a53786d6e3ae0373,wroclaw,blockOfFlats,58.4,3.0,4.0,4.0,1980.0,51.1087443,17.0143368,1.1,12.0,0.419,0.705,0.387,0.28,0.393,0.222,0.582,cooperative,yes,yes,no,no,yes,699000
c22c1a23f87d5d9f80325f107af361f3,lodz,apartmentBuilding,65.54,3.0,9.0,10.0,2012.0,51.7361208,19.4716331,5.18,20.0,0.262,0.142,0.113,0.171,0.179,0.728,0.11,condominium,yes,yes,yes,no,no,715000
c2a9f16c78599c991c3d383ec684e502,wroclaw,tenement,99.0,4.0,1.0,4.0,1930.0,51.11842818,17.03778276,1.02,39.0,0.063,0.201,0.117,0.194,0.196,0.166,0.172,condominium,no,no,no,no,yes,1150000
16ef554903a0770b51efb2477c5c9130,krakow,blockOfFlats,128.76,6.0,4.0,5.0,2005.0,50.08066335,19.97682022,3.93,18.0,0.227,1.075,0.261,0.282,0.137,2.075,0.213,condominium,no,yes,yes,no,no,1595000
2b640541abc2709fc224aba1ada72ee8,katowice,blockOfFlats,48.0,3.0,2.0,4.0,1975.0,50.2366,18.9931,3.15,0.0,0.622,0.647,1.081,0.613,0.713,2.012,0.622,cooperative,no,yes,no,no,yes,469000
8036314e24b754fb88794cda24fccbba,gdansk,blockOfFlats,82.5,3.0,17.0,17.0,2020.0,54.39359,18.64828,4.93,12.0,0.189,0.105,1.529,0.288,0.28,2.421,0.377,condominium,no,yes,yes,no,no,1299000
405e4b66615d3d7ed697d5195fe6ace7,bydgoszcz,blockOfFlats,38.0,2.0,9.0,10.0,1971.0,53.128374,18.0427305,2.89,16.0,0.304,0.852,0.305,0.213,0.183,0.42,0.207,cooperative,no,yes,no,no,yes,279000
8c4f75c179b1700924a2976f25e5134c,gdynia,blockOfFlats,46.0,3.0,3.0,4.0,1975.0,54.5528235,18.4950834,4.55,0.0,2.112,2.561,1.989,2.037,2.155,2.049,2.173,condominium,no,yes,no,no,yes,549000
29cbbba546bf48b0e2614dde0e1ddaa3,warszawa,tenement,89.0,3.0,3.0,4.0,1936.0,52.237922,21.028996,1.86,47.0,0.201,0.216,0.021,0.226,0.058,0.675,0.09,condominium,no,yes,yes,no,yes,1789000
b6d2e799c6012abd4168c22c23bfbe9d,krakow,apartmentBuilding,58.0,2.0,2.0,3.0,2000.0,50.098,19.9599,4.99,10.0,0.295,0.658,0.073,0.319,0.07,2.675,0.064,condominium,no,yes,no,yes,no,800000
f3198d00eb9355924415e2bb84d4f72d,warszawa,blockOfFlats,44.2,2.0,5.0,7.0,2001.0,52.18318219,20.86904747,10.64,3.0,0.986,3.963,1.294,0.182,0.054,3.933,1.285,condominium,no,yes,yes,yes,no,584000
12ae5c3f57fc06a1b2ccec702258c42d,krakow,blockOfFlats,35.16,2.0,4.0,5.0,2021.0,50.06552,20.02313,6.15,2.0,0.762,1.638,0.969,0.308,0.743,1.468,0.338,condominium,no,yes,yes,no,no,650000
97c8fe758b8320bde7b24ba0b149c914,warszawa,tenement,82.04,3.0,1.0,5.0,1938.0,52.2134,21.0208,2.35,27.0,0.175,0.456,0.19,0.156,0.058,0.707,0.093,condominium,no,yes,yes,no,yes,2100000
358eace5fb56d3c7ac5e49693bdf8436,warszawa,blockOfFlats,43.0,2.0,8.0,10.0,1969.0,52.2901622,20.9482501,7.51,7.0,0.318,0.481,0.267,0.436,0.506,1.015,0.702,condominium,no,yes,yes,no,yes,774000
f3dcf71ff29e7bcfdb86a7eca3113110,gdynia,tenement,112.8,6.0,4.0,5.0,1937.0,54.51967,18.54502,0.39,63.0,0.446,1.073,0.35,0.291,0.015,0.311,0.161,condominium,no,yes,yes,no,yes,1999000
e27d2a20d977029ab2ce9b3fd999bfbf,krakow,apartmentBuilding,80.0,3.0,4.0,4.0,2014.0,50.05675,19.96502,1.9,9.0,0.526,0.249,0.443,0.444,0.218,0.767,0.329,condominium,no,yes,yes,no,no,1680000
3acce94138abdc1e8a7da7b74de9824e,warszawa,blockOfFlats,58.0,3.0,3.0,4.0,1968.0,52.2103,20.9712,3.24,30.0,0.247,0.275,0.311,0.105,0.245,0.587,0.133,condominium,no,yes,no,no,yes,790000
63b1c45ce3bf1f07029993bee4d7f2ac,szczecin,tenement,70.48,3.0,3.0,4.0,1930.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,no,yes,no,no,yes,585000
1fbdd0e61be49c0bfb2bf7796ec2a21b,warszawa,blockOfFlats,47.34,3.0,2.0,3.0,1963.0,52.2025794,20.9742873,3.8,20.0,0.151,0.355,0.422,0.126,0.156,1.237,0.359,cooperative,no,yes,no,no,yes,850000
23188dfc194f954e0682c0978c75ca24,krakow,blockOfFlats,56.9,3.0,7.0,10.0,1978.0,50.07574367,19.91478712,2.83,22.0,0.101,0.337,0.346,0.292,0.245,0.365,0.286,cooperative,no,yes,yes,no,yes,950000
6363e8fe9632a8d06586dd705729d957,wroclaw,apartmentBuilding,31.0,1.0,3.0,3.0,2007.0,51.0628204,17.037057,5.35,3.0,0.434,1.048,0.427,0.512,1.038,2.511,0.323,cooperative,no,no,no,no,no,577000
a762a57be69b9bf04ed2278845b53713,warszawa,blockOfFlats,69.31,3.0,3.0,3.0,2010.0,52.26904195,20.96206487,5.02,15.0,0.219,0.81,0.677,0.149,0.375,0.256,0.261,condominium,no,yes,no,no,no,1465000
4b65e2c8533e217278fd76270858d074,warszawa,blockOfFlats,54.54,2.0,4.0,4.0,1955.0,52.2467948,20.94699188,4.2,26.0,0.165,0.419,0.447,0.055,0.086,0.467,0.062,condominium,no,no,no,no,yes,789000
9d117aab2f3b21cd279f67c7b22f8982,gdansk,blockOfFlats,52.0,4.0,10.0,10.0,1988.0,54.3553,18.5757,5.14,12.0,0.36,0.953,0.215,0.386,0.195,3.315,0.456,condominium,no,yes,no,no,yes,695000
f36e17f4f3bae112839da18421a78b5a,wroclaw,blockOfFlats,50.0,2.0,3.0,4.0,2015.0,51.06935702,16.99500097,5.2,19.0,0.366,0.621,0.758,0.276,0.212,2.097,0.239,condominium,no,yes,yes,no,no,865000
295b9b2f31dc444dde4ac3ab4e2019bb,warszawa,apartmentBuilding,95.4,4.0,7.0,14.0,1999.0,52.24929,20.98847,2.21,59.0,0.193,0.189,0.119,0.191,0.165,0.31,0.169,condominium,yes,yes,yes,no,no,2000000
93d41b56cd938668aac222275ec83163,warszawa,blockOfFlats,73.04,3.0,5.0,6.0,2019.0,52.21897,20.898743,7.28,6.0,0.504,0.021,0.093,0.134,0.179,3.245,0.555,condominium,yes,yes,yes,no,no,1570000
ca2e3fb75d0a17b17eb73920a44d2dcb,gdansk,tenement,65.0,2.0,1.0,2.0,1906.0,54.40862,18.56436,8.8,21.0,0.39,0.824,0.459,0.382,0.181,1.019,0.161,condominium,no,no,no,no,yes,1869000
55d6818673b1588cb4a64ab1723dd43c,rzeszow,blockOfFlats,48.9,2.0,10.0,11.0,2000.0,50.0374561,22.01742189,0.85,21.0,0.292,0.869,0.378,0.424,0.437,0.33,0.401,condominium,no,yes,yes,no,no,499000
6b22d27378901323f93abcd49f315cdf,warszawa,blockOfFlats,107.0,5.0,2.0,10.0,1974.0,52.2568681,21.0489873,4.17,36.0,0.125,0.366,0.173,0.136,0.185,0.295,0.186,cooperative,no,yes,yes,no,yes,1300000
f90cd929baba97035abb8dd72f3a7729,warszawa,tenement,58.01,3.0,1.0,3.0,1938.0,52.2373961,21.0712578,4.65,3.0,0.544,0.925,0.505,0.371,0.518,0.536,0.496,condominium,no,yes,no,no,yes,1050000
80bfe5deb09474d352818e76f41f704f,warszawa,blockOfFlats,26.6,1.0,6.0,11.0,2020.0,52.17037,21.02796,7.02,14.0,0.267,0.921,0.343,0.085,0.445,2.801,0.36,condominium,no,yes,yes,no,no,579000
fa31dbc7d0dc639c2e24d8c4171ff333,warszawa,tenement,85.0,3.0,2.0,5.0,1932.0,52.22472,21.03603,2.34,26.0,0.032,1.287,0.541,0.293,0.075,1.203,0.051,condominium,no,yes,yes,no,yes,1615000
6049f83e18e91e7fff421f1b1da0d9e5,lodz,tenement,104.12,3.0,3.0,4.0,1936.0,51.76582,19.4691,2.0,8.0,0.449,0.898,0.254,0.498,0.139,0.216,0.677,condominium,no,yes,no,no,no,936000
1a4bd58e288ae99f860bc45e1845ca13,wroclaw,apartmentBuilding,68.42,3.0,2.0,3.0,2019.0,51.1538,16.9392,7.93,4.0,0.753,2.36,0.25,0.347,1.048,1.334,0.516,condominium,yes,yes,yes,no,yes,949000
38e1c81764e8af9a345707a811b21cf4,poznan,blockOfFlats,61.7,4.0,2.0,4.0,1975.0,52.4044,16.8754,4.1,18.0,0.288,0.538,0.054,0.214,0.287,2.799,0.09,condominium,no,yes,no,no,yes,619000
c546fbfe998a5ea609ad76d9ef70f41a,wroclaw,apartmentBuilding,36.0,2.0,5.0,17.0,2013.0,51.11326374,17.02300113,0.55,36.0,0.366,0.603,0.305,0.55,0.148,0.389,0.236,condominium,yes,yes,yes,no,no,747000
c7aaafa2a1aff0af9cde504cf3bee885,poznan,blockOfFlats,63.5,4.0,1.0,4.0,1979.0,52.44692474,16.94326115,4.37,10.0,0.462,0.854,0.303,0.205,0.355,3.722,0.191,condominium,yes,yes,no,no,yes,759000
a7abbf91e58e5ffe5ba2301ae0bd941c,gdansk,blockOfFlats,79.36,3.0,14.0,17.0,2018.0,54.35932,18.65282,1.11,22.0,0.166,0.21,0.538,0.147,0.269,0.369,0.102,condominium,no,yes,yes,no,no,1890000
db8a4b382166620ebaf98a3c487fe1ad,krakow,blockOfFlats,30.0,1.0,3.0,3.0,1960.0,50.0733,19.9054,3.09,19.0,0.368,0.51,0.336,0.279,0.26,0.76,0.181,cooperative,no,no,no,no,yes,565000
936d3cca798d6e7bb7a2c762da0e4ebe,lublin,blockOfFlats,48.6,3.0,2.0,3.0,1963.0,51.2357927,22.5850415,1.79,14.0,0.193,0.465,0.545,0.138,0.187,0.569,0.461,cooperative,no,yes,no,no,yes,469000
4ec65003909404d55bde8d5447e2a4ad,katowice,tenement,64.68,3.0,1.0,3.0,1950.0,50.2671,19.0977,5.62,5.0,0.199,2.896,0.576,0.259,0.429,1.437,0.505,condominium,no,no,no,no,yes,349000
6758e44ae0c199816c56647cd17eee66,wroclaw,blockOfFlats,58.5,2.0,7.0,8.0,1993.0,51.13779551,16.98045158,4.58,2.0,0.704,0.986,0.507,0.311,0.821,1.083,0.097,condominium,no,no,yes,no,yes,559999
953711e1f396b006a3d381052d575637,bydgoszcz,tenement,131.65,4.0,2.0,3.0,1904.0,53.12679205,18.00599098,0.64,56.0,0.082,0.344,0.377,0.533,0.037,0.557,0.101,condominium,no,no,no,no,no,819000
47371f22f107a9a826edbb7d841e22bd,gdynia,tenement,54.8,2.0,2.0,3.0,1950.0,54.5316327,18.4946506,3.12,4.0,0.502,0.373,0.867,0.603,0.467,0.314,0.355,condominium,no,no,no,no,no,540000
196052b7be88d99a92bdac24ac031fc2,poznan,tenement,95.7,3.0,4.0,4.0,1930.0,52.39968,16.89788,2.72,26.0,0.234,0.247,0.565,0.783,0.147,1.361,0.164,condominium,no,no,no,no,yes,795000
31af538e615723c33469debc7322ff04,warszawa,blockOfFlats,59.5,3.0,2.0,4.0,1988.0,52.22507,21.10575,7.0,12.0,0.416,0.809,0.4,0.36,0.41,1.74,0.116,condominium,no,yes,no,no,yes,769000
84fcd99170b142aca500b67fdb21023f,szczecin,tenement,53.46,3.0,2.0,3.0,1935.0,53.4377671,14.57533343,1.86,11.0,0.278,1.363,0.168,0.46,0.37,1.303,0.083,condominium,yes,yes,no,no,yes,429999
e5d9f89b2ef8bbd286337d287db576ab,gdansk,blockOfFlats,31.6,2.0,4.0,4.0,1964.0,54.41785,18.5924,8.61,12.0,0.14,0.599,0.168,0.164,0.45,1.342,0.183,condominium,no,no,no,no,yes,450000
b704a53c2036387b85922c3c985645df,radom,blockOfFlats,91.0,3.0,3.0,4.0,2000.0,51.3935166,21.1453795,1.07,20.0,0.231,0.22,0.734,0.115,0.204,0.415,0.186,condominium,no,no,no,yes,no,719000
b79f3ca9557f3b9de14e409f6606c9e0,warszawa,blockOfFlats,44.5,2.0,1.0,7.0,1970.0,52.20720105,20.97396793,3.39,21.0,0.139,0.658,0.093,0.239,0.075,0.879,0.117,condominium,no,yes,yes,no,yes,850000
96cb6d0921ae54d098d1de47d63c617c,katowice,apartmentBuilding,68.14,4.0,2.0,6.0,2024.0,50.2739,18.9992,2.17,15.0,0.107,0.248,0.146,0.125,0.361,1.506,0.12,condominium,yes,no,yes,no,no,949000
091c2ec1c09f434c32cc137f6126f910,warszawa,blockOfFlats,89.0,4.0,1.0,7.0,2022.0,52.2888127,21.01927556,6.44,9.0,0.426,0.633,0.229,0.374,0.225,2.339,0.228,condominium,no,no,yes,no,no,1550000
9feba16baf2dbc3b4a080cb468fb8457,krakow,apartmentBuilding,27.49,1.0,7.0,8.0,2024.0,50.05535,19.96363,1.8,11.0,0.456,0.357,0.562,0.42,0.226,0.646,0.429,condominium,no,yes,yes,yes,no,709000
293bcd79818d48a5457d5f38950047f2,krakow,blockOfFlats,42.0,2.0,8.0,8.0,1970.0,50.0641633,19.9699622,2.46,20.0,0.363,0.491,0.646,0.2,0.125,0.579,0.314,condominium,yes,no,yes,no,yes,710000
02fc740dd3181b52da0e1e8cca9bccb0,warszawa,blockOfFlats,35.05,2.0,1.0,8.0,2023.0,52.23058,21.09984,6.56,18.0,0.191,0.375,0.427,0.258,0.315,1.292,0.416,condominium,no,yes,yes,no,no,594000
d3daa78d9e40bdfe2b7335cda59e0e83,krakow,blockOfFlats,29.0,1.0,8.0,8.0,2018.0,50.07410821,20.03700256,7.34,28.0,0.373,1.131,0.402,0.155,0.09,0.372,0.118,condominium,no,yes,yes,no,no,545000
809040b5e87baf23d66255f1b1e6d11b,gdansk,blockOfFlats,55.4,3.0,9.0,10.0,1993.0,54.4046,18.6112,6.75,10.0,0.493,2.081,0.551,0.401,0.328,2.875,0.157,cooperative,yes,yes,yes,no,yes,849000
739cf4ce3ae39d5cbdf081219a27bfa1,krakow,blockOfFlats,72.0,3.0,3.0,3.0,2011.0,50.0913243,19.94323827,4.02,18.0,0.237,0.453,0.421,0.394,0.076,1.284,0.088,condominium,no,yes,yes,no,no,1090000
630e0f85491d7e33fca49c1e3328c6c9,bydgoszcz,tenement,46.13,2.0,1.0,3.0,1955.0,53.1443205,18.0233179,2.9,9.0,0.255,0.375,0.654,0.25,0.129,1.755,0.132,condominium,no,yes,no,no,yes,550000
33ee04f88a8067d22772018c7647e2a9,warszawa,blockOfFlats,42.0,2.0,4.0,10.0,1974.0,52.23425,20.93442,4.72,16.0,0.206,0.982,0.258,0.157,0.384,1.16,0.35,condominium,no,yes,yes,no,yes,660000
9befa93f0718d1886636cd488acf2060,warszawa,blockOfFlats,34.4,2.0,1.0,10.0,1964.0,52.2292,20.99265,0.79,54.0,0.085,0.095,0.256,0.051,0.08,1.113,0.133,condominium,no,yes,yes,no,yes,794640
ec46a1c73592ebb598a23acd7f7467b9,szczecin,apartmentBuilding,57.36,2.0,2.0,4.0,2003.0,53.43157,14.61499,3.69,0.0,2.73,3.98,2.873,3.1,2.798,3.542,2.672,condominium,no,no,yes,no,no,690000
5f9633220c52786ffba0390fea1fb0e4,gdansk,blockOfFlats,60.5,3.0,3.0,3.0,2012.0,54.32537609,18.62228394,3.38,7.0,0.26,2.223,0.221,0.372,0.25,3.819,0.108,condominium,yes,yes,no,no,yes,770000
989c1221a4f73049475a4c9d4b61df87,warszawa,tenement,78.0,3.0,2.0,3.0,1925.0,52.2553,21.0491,4.06,35.0,0.051,0.351,0.102,0.088,0.129,0.13,0.061,condominium,yes,yes,no,no,yes,1450000
9436f326226332268e8a43eb78977319,krakow,blockOfFlats,66.86,3.0,1.0,3.0,2000.0,50.0964525,19.93633245,4.58,10.0,0.319,0.622,0.308,0.251,0.147,1.505,0.293,condominium,yes,yes,no,no,yes,797900
8ff2a2b9708449d06ff7ebc4a786e032,wroclaw,tenement,53.0,2.0,3.0,4.0,1950.0,51.1220467,17.0544595,2.13,17.0,0.179,0.07,0.617,0.183,0.461,1.119,0.066,condominium,no,no,no,no,yes,799000
3ecfd8929e4062ea5c217c5dd7e0d4d0,wroclaw,blockOfFlats,63.0,3.0,10.0,11.0,1989.0,51.07984,17.04035,3.51,14.0,0.17,0.904,0.095,0.42,0.412,1.318,0.072,condominium,no,yes,yes,no,yes,750000
b8d86e688b2faa0e6d4c16f1503eafc0,warszawa,blockOfFlats,57.1,3.0,2.0,15.0,1976.0,52.1783208,21.0574587,6.98,11.0,0.245,0.709,0.346,0.269,0.353,3.12,0.399,condominium,no,yes,yes,no,yes,780000
9670c64ed5904615ab32620c5dd2bf72,czestochowa,apartmentBuilding,41.0,2.0,1.0,4.0,2024.0,50.828884,19.08566,3.57,2.0,1.457,2.804,1.15,0.474,0.583,2.453,0.258,condominium,no,yes,yes,no,no,362000
f01564c2eea8e5ff6dd16979f6bf18b6,krakow,blockOfFlats,64.0,3.0,3.0,4.0,2009.0,50.02007964,19.91785876,4.18,4.0,0.441,0.623,0.442,0.198,0.714,2.661,0.638,condominium,no,yes,no,no,no,838000
8da033f710d8083f3459e72f32f416fd,krakow,blockOfFlats,38.71,2.0,2.0,4.0,2024.0,50.09851,19.92601,4.89,3.0,0.672,1.051,0.487,0.219,0.629,1.685,0.475,condominium,no,yes,yes,no,no,620000
da92f294bb7baaa8ade1330eb4501a92,lodz,blockOfFlats,57.0,3.0,4.0,4.0,1978.0,51.7595772,19.53017235,5.73,19.0,0.296,0.348,0.534,0.274,0.076,1.583,0.242,cooperative,no,no,no,no,yes,450000
12f31146828e3dde0fdced92626914ad,warszawa,apartmentBuilding,86.0,4.0,6.0,6.0,2018.0,52.224893,20.94221812,4.25,42.0,0.532,0.162,0.213,0.192,0.088,0.227,0.336,condominium,yes,yes,yes,no,yes,1799000
b32efe14d811173ab657307c5e1fe7ac,warszawa,blockOfFlats,146.46,6.0,18.0,18.0,1972.0,52.2055077,21.0244688,3.24,35.0,0.24,0.381,0.091,0.277,0.131,0.67,0.178,cooperative,yes,no,yes,no,yes,2600000
809d9039b41ef460a31010536893950b,szczecin,tenement,68.78,3.0,3.0,3.0,1930.0,53.4313693,14.54084859,1.6,72.0,0.173,0.621,0.223,0.147,0.007,0.28,0.071,condominium,yes,no,no,no,yes,630000
a34056d80c641c7e6299a56649ab9580,krakow,blockOfFlats,50.0,3.0,3.0,4.0,2009.0,50.0793622,19.971971,3.59,19.0,0.132,0.794,0.121,0.06,0.032,1.787,0.132,condominium,yes,yes,yes,no,yes,845000
2e8bd53e00ac6928a87840beb487a492,krakow,blockOfFlats,62.0,3.0,3.0,3.0,1991.0,50.0272559,19.9131009,3.61,21.0,0.228,0.32,0.13,0.336,0.103,1.895,0.087,cooperative,no,yes,no,no,no,799000
081d3ca21ad559a4018a8a76224ce59b,warszawa,apartmentBuilding,67.0,3.0,1.0,10.0,2005.0,52.1884,21.0111,4.84,14.0,0.228,0.391,0.592,0.412,0.352,0.678,0.426,condominium,no,yes,yes,yes,no,1335000
ee8e01dadeb24aff843ad0adc576ec01,gdansk,tenement,107.0,5.0,1.0,3.0,1965.0,54.35331,18.65169,0.47,107.0,0.233,0.353,0.249,0.129,0.004,0.246,0.125,condominium,no,yes,no,yes,yes,1199000
e825a4c3d5ca6cf76cf84150c523c62f,warszawa,blockOfFlats,66.7,3.0,2.0,7.0,2010.0,52.2491,21.06921,4.87,21.0,0.114,0.502,0.59,0.47,0.096,0.628,0.078,condominium,no,yes,yes,yes,yes,1130000
133438f77b39bf75c57ee611bcfd7363,warszawa,blockOfFlats,65.0,3.0,2.0,3.0,1984.0,52.14328725,21.06373363,10.65,19.0,0.312,0.337,0.532,0.133,0.144,0.849,0.153,condominium,no,no,no,no,yes,1169000
535409cf529fda630010c9ef921a4119,warszawa,tenement,59.71,3.0,5.0,5.0,1953.0,52.2012734,21.0109725,3.42,29.0,0.305,0.357,0.23,0.206,0.197,0.802,0.022,condominium,no,no,yes,no,yes,1259000
a7e3f49e29fb1b506307eeb4af67d4f9,poznan,blockOfFlats,37.0,2.0,2.0,5.0,2014.0,52.3841338538182,16.8883058117734,4.16,8.0,0.055,1.133,0.49,0.121,0.072,2.202,0.337,condominium,yes,yes,yes,yes,no,530000
6996ab5b99d09d2684a7d5e80764c13f,krakow,blockOfFlats,29.52,1.0,7.0,7.0,2015.0,50.07967215,19.9756065,3.79,18.0,0.154,0.935,0.141,0.158,0.226,1.936,0.131,condominium,no,yes,yes,no,no,530700
38da94a1483016dc79d5a9acad665208,warszawa,blockOfFlats,57.27,3.0,2.0,5.0,2013.0,52.3177,20.99725,9.57,4.0,1.251,1.876,1.494,0.011,1.058,3.044,0.353,condominium,no,yes,yes,no,no,850000
389c01dc5a3c566b65b172d4d3e6e053,wroclaw,blockOfFlats,57.0,3.0,3.0,11.0,1977.0,51.1389665,17.0492602,3.42,6.0,0.593,1.039,0.449,0.286,0.475,1.582,0.478,condominium,no,yes,yes,no,yes,600000
057062ae58580ed3d4e6732a0c0d88ff,wroclaw,blockOfFlats,64.4,3.0,2.0,4.0,2014.0,51.107428,16.966325,4.45,9.0,0.391,2.413,0.712,0.364,0.426,0.6,0.366,condominium,yes,yes,yes,no,yes,769900
c843459c001df7ec169959f4f7cdd999,krakow,blockOfFlats,52.0,3.0,2.0,10.0,1983.0,50.08552,20.00426,5.78,10.0,0.248,1.383,0.311,0.208,0.459,0.815,0.376,cooperative,yes,yes,no,no,no,755000
14cd4bf81166bde9637d18eea7fe0ea1,warszawa,blockOfFlats,46.0,2.0,7.0,8.0,1960.0,52.21213,20.97671,2.84,19.0,0.285,0.42,0.243,0.346,0.171,0.531,0.017,condominium,no,no,yes,no,yes,760000
eaa9b07ce77a233a3487c92013da3443,warszawa,apartmentBuilding,96.43,5.0,1.0,4.0,2022.0,52.3377,20.9656,12.06,4.0,0.194,1.811,1.142,0.183,0.574,2.791,0.273,condominium,yes,yes,yes,yes,no,1542880
53b370736c4afe3fa6b881ce9be3da95,gdansk,blockOfFlats,43.0,2.0,3.0,4.0,1970.0,54.4025867,18.582684,7.52,16.0,0.27,0.992,0.315,0.194,0.063,1.722,0.09,condominium,no,yes,no,no,yes,620000
6a7c485542acc5e7603a5ce374997df3,bydgoszcz,tenement,45.53,2.0,3.0,3.0,1936.0,53.14418,18.02313,2.88,9.0,0.24,0.389,0.647,0.25,0.109,1.735,0.118,condominium,no,no,no,no,no,399000
6f5588f35befda92aea8aa237f8b4fe5,warszawa,blockOfFlats,43.2,2.0,1.0,6.0,2003.0,52.23826,21.10116,6.69,34.0,0.116,0.346,0.507,0.196,0.097,0.628,0.082,condominium,no,yes,yes,no,no,627000
2dc6abed35a28d864f152bb69e686157,gdynia,blockOfFlats,101.58,4.0,5.0,5.0,1997.0,54.49617,18.54271,2.77,11.0,0.329,0.954,0.356,0.048,0.211,1.488,0.119,condominium,no,no,yes,yes,no,1133000
1d456116cb85630a2f759031478dcb15,wroclaw,blockOfFlats,81.0,4.0,6.0,10.0,1980.0,51.1417,17.0258,3.46,8.0,0.546,0.551,0.926,0.487,0.312,2.603,0.076,condominium,no,no,yes,no,yes,827000
24fd97b6b0abe54f08a9df4df2449453,warszawa,apartmentBuilding,38.6,2.0,7.0,8.0,2016.0,52.2863006,20.9299764,7.87,20.0,0.296,0.972,0.397,0.244,0.109,1.192,0.38,condominium,yes,yes,yes,no,no,858000
98a7448ff77883ba27862c566b5d77de,warszawa,apartmentBuilding,54.0,3.0,4.0,16.0,2006.0,52.22202,21.09267,6.16,12.0,0.5,0.576,0.468,0.354,0.103,1.851,0.215,condominium,no,yes,yes,no,no,847800
