id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
b31b75293fb8d8a5348d7c1ff8a6cfaf,radom,blockOfFlats,48.0,3.0,1.0,4.0,1980.0,51.4045,21.1303,0.86,11.0,0.524,0.094,0.114,0.636,0.045,0.476,0.071,cooperative,yes,yes,no,no,yes,419000
6ef6fa0a51feecb7358d6c28ccc46118,katowice,apartmentBuilding,34.5,1.0,6.0,6.0,2023.0,50.2568776,19.0616398,3.0,2.0,0.62,1.709,0.77,0.564,0.246,1.393,0.611,condominium,no,yes,yes,no,no,449000
d32ff98199daf8c1657ef0fee0a2aca4,szczecin,tenement,122.0,4.0,3.0,4.0,1936.0,53.4279217,14.53787763,1.61,48.0,0.149,0.726,0.075,0.285,0.159,0.407,0.103,condominium,no,yes,no,no,yes,893000
d6c5d71c3a0fdff668938187130020cf,gdansk,blockOfFlats,49.0,2.0,5.0,7.0,1983.0,54.3410835,18.6199917,2.41,11.0,0.167,0.787,0.082,0.101,0.047,2.466,0.13,condominium,no,yes,no,no,yes,519900
bf3ad62a2e4dfe3ce1ee41aaeab3e860,warszawa,tenement,36.42,2.0,5.0,5.0,1913.0,52.2552,21.04665,3.93,37.0,0.122,0.189,0.091,0.116,0.018,0.153,0.106,condominium,no,no,no,no,yes,720000
01f02b24cca9fbd0ce2b4eafd1380d4c,warszawa,apartmentBuilding,68.7,3.0,10.0,13.0,2015.0,52.23083,21.10977,7.23,10.0,0.531,0.858,0.327,0.426,0.245,1.079,0.252,condominium,no,yes,yes,yes,no,1165000
6d631a8de611be804b33cfd87fe18461,wroclaw,apartmentBuilding,74.69,3.0,1.0,5.0,2019.0,51.1269717,16.9935791,3.11,19.0,0.189,0.191,0.266,0.326,0.32,0.766,0.206,condominium,yes,yes,yes,no,no,1250000
8c63d1fc79143aca09b3df0c8a7a2df7,warszawa,apartmentBuilding,88.47,5.0,5.0,10.0,2023.0,52.1691,20.9951,6.99,10.0,0.496,0.527,0.152,0.064,0.147,2.631,0.658,condominium,yes,no,yes,yes,yes,2199000
0304e789598ba9561e9fbfb1658f2344,gdansk,blockOfFlats,52.4,3.0,3.0,3.0,2015.0,54.32476,18.55892,6.77,1.0,0.606,2.359,0.851,0.667,0.305,2.078,0.59,condominium,no,yes,no,no,no,599000
51b186656aab6e122fe03d4c55ad32d1,gdynia,blockOfFlats,53.9,3.0,4.0,4.0,1970.0,54.49897,18.51189,3.03,9.0,0.169,1.13,0.807,0.328,0.282,1.532,0.207,condominium,no,yes,no,no,yes,540000
7a6ee9d5f71de5e3cf835144bd0aac1a,krakow,blockOfFlats,66.3,3.0,1.0,4.0,1998.0,50.0059,19.9497,5.55,9.0,0.325,0.659,0.784,0.227,0.32,0.6,0.087,condominium,no,yes,no,no,yes,759000
9075ac98976d56644922d5992ac0d61e,krakow,apartmentBuilding,62.0,2.0,14.0,14.0,2022.0,50.07696,19.90302,3.49,12.0,0.404,0.808,0.274,0.223,0.039,0.743,0.111,condominium,no,yes,yes,no,yes,1580000
81e02f93280948f07f532cc99d481be4,warszawa,apartmentBuilding,47.0,2.0,2.0,4.0,2001.0,52.21193725,21.06030442,4.45,10.0,0.698,1.52,0.731,0.171,0.07,1.986,0.357,condominium,yes,yes,yes,no,no,780000
16f7ccdba8b3aa50342e4d9227b938f7,krakow,blockOfFlats,57.0,4.0,2.0,4.0,1970.0,50.09696785,20.01728364,7.29,16.0,0.222,0.518,0.22,0.128,0.114,1.137,0.226,condominium,no,yes,no,no,yes,799000
41837a3ee2a98917b952e03f01cf2e4d,warszawa,blockOfFlats,70.78,4.0,3.0,4.0,1990.0,52.2504,21.1153,7.89,3.0,0.568,0.459,1.151,0.443,0.406,1.163,1.011,cooperative,no,yes,no,no,yes,849000
e6255f1ba3967be344b333602837f7be,warszawa,apartmentBuilding,36.0,2.0,1.0,5.0,2015.0,52.24263,21.08645,5.77,41.0,0.334,0.628,0.248,0.056,0.074,0.379,0.085,condominium,no,yes,yes,no,no,980000
7a7ba38ab0dcfaa9b4c0895d9dcd0d6d,warszawa,apartmentBuilding,115.0,4.0,6.0,12.0,2003.0,52.2376288,21.0030254,0.66,50.0,0.208,0.42,0.581,0.236,0.024,0.619,0.216,condominium,no,yes,yes,yes,yes,2530000
8be13db16a22077b54e0390ac221b573,krakow,tenement,59.5,2.0,2.0,5.0,1934.0,50.05584378,19.90920067,2.09,4.0,0.371,0.784,0.649,0.706,0.21,0.681,0.662,condominium,no,yes,yes,no,yes,1069000
1a1f61292032037781448aee3cbdf6ae,gdansk,blockOfFlats,32.6,1.0,1.0,10.0,1982.0,54.3910519,18.571862,7.08,9.0,0.372,0.278,0.367,1.18,0.11,2.652,0.271,condominium,no,yes,yes,no,yes,478000
3f3684f6e20f8c065318c8e177668f48,radom,tenement,90.0,3.0,2.0,4.0,1945.0,51.3979307,21.1537596,0.97,54.0,0.067,0.458,0.204,0.357,0.063,0.48,0.028,condominium,yes,yes,no,no,yes,529000
934af59940e9c3e00e22b1d067b13673,lodz,blockOfFlats,36.18,2.0,2.0,4.0,1970.0,51.73073324,19.49418247,6.26,15.0,0.111,1.309,0.417,0.069,0.208,1.788,0.053,condominium,no,yes,no,no,yes,320000
84ca2536e7dd652543b89213161b8513,warszawa,blockOfFlats,30.0,1.0,16.0,16.0,1972.0,52.2377472,21.0004023,0.7,69.0,0.149,0.324,0.617,0.061,0.098,0.613,0.21,condominium,no,no,yes,no,no,620000
b459c004e3739f5e5696319b8435c104,gdansk,blockOfFlats,37.94,2.0,3.0,3.0,1980.0,54.3829317,18.6127684,4.61,41.0,0.232,0.154,0.109,0.069,0.078,0.585,0.222,condominium,no,no,no,no,no,680000
eee53ac9250c35c532809c07074f659e,warszawa,blockOfFlats,54.9,3.0,7.0,10.0,1970.0,52.2750619,20.9399516,6.48,30.0,0.1,0.198,0.172,0.099,0.144,0.253,0.168,cooperative,no,no,yes,no,no,796000
c6c010875ba6552e35e61971722706a8,wroclaw,blockOfFlats,45.2,3.0,7.0,10.0,1965.0,51.0981666,16.9949737,2.8,3.0,0.58,1.794,0.859,0.175,0.601,1.549,0.431,condominium,yes,yes,yes,no,yes,649700
c4276780a6f28c312b4fa5327aa5c5d9,gdansk,blockOfFlats,55.0,3.0,1.0,5.0,2021.0,54.324881,18.6345344,3.01,9.0,0.367,2.333,0.348,0.169,0.789,3.558,0.295,condominium,yes,yes,yes,no,no,646000
579381cebf52c4394f288d4453b8440d,bydgoszcz,blockOfFlats,31.0,1.0,5.0,11.0,1976.0,53.1234804,18.0084378,0.54,54.0,0.179,0.329,0.131,0.353,0.191,0.35,0.389,condominium,no,no,yes,no,yes,265000
d141a89821e21ff8da6c768363bf2fa8,warszawa,tenement,64.0,2.0,3.0,3.0,1950.0,52.20798,21.01042,2.68,19.0,0.355,0.227,0.17,0.278,0.206,0.344,0.371,condominium,no,yes,no,no,yes,1471000
fe9d0c0690a4b47044cbdf07bc7bce77,warszawa,blockOfFlats,27.4,1.0,3.0,5.0,1962.0,52.23685,21.05206,3.35,33.0,0.356,0.14,0.483,0.214,0.046,0.442,0.141,condominium,no,no,yes,no,yes,649000
29a76b1a58ecff3606d1a3de805f0b0e,wroclaw,blockOfFlats,30.02,2.0,1.0,6.0,2024.0,51.12403345,17.01458931,1.82,1.0,0.565,0.809,1.004,0.745,0.987,0.995,0.314,condominium,no,yes,yes,no,no,549000
ae0ddc023c5b04e594ce1199567f544c,krakow,blockOfFlats,39.0,2.0,3.0,4.0,1981.0,50.1008865,20.0095641,7.17,12.0,0.353,1.183,0.277,0.29,0.393,1.024,0.197,condominium,no,yes,no,no,no,580000
7bbb40e80c6b3d03a05b681c11c11e38,warszawa,blockOfFlats,32.0,1.0,1.0,2.0,1960.0,52.22673355,21.05962397,3.86,16.0,0.29,0.685,0.538,0.316,0.277,0.637,0.442,condominium,no,no,no,no,no,650000
a73e9c42e495357a5da40d71f7493a8e,wroclaw,blockOfFlats,50.96,2.0,1.0,2.0,1936.0,51.0494857,17.0912884,8.05,0.0,1.339,3.093,1.606,1.201,1.004,2.771,1.224,condominium,yes,no,no,no,yes,569000
1a0bc3ddcfca7494ad691d2ae5dcbf4d,warszawa,blockOfFlats,47.9,3.0,9.0,10.0,1970.0,52.2946,21.02657,7.17,19.0,0.195,0.573,0.459,0.301,0.171,3.151,0.097,condominium,no,yes,yes,no,yes,759000
62b5c86b36c2d6a10b8d62ba839b71e6,szczecin,apartmentBuilding,35.91,2.0,1.0,3.0,2022.0,53.4611827,14.5445153,4.34,2.0,0.66,1.052,0.502,0.587,0.155,2.253,0.215,condominium,no,yes,yes,no,no,505000
067352365a9fa2dd5205e6ba7f0e4b68,lublin,blockOfFlats,62.0,3.0,4.0,4.0,1988.0,51.25095618,22.52918231,2.71,20.0,0.311,0.931,0.026,0.078,0.042,0.57,0.075,condominium,no,yes,no,no,yes,499000
fb08e8a1cc2258a8839cb8ac1e344cd2,gdynia,blockOfFlats,50.3,3.0,4.0,4.0,1964.0,54.50574,18.55109,1.86,6.0,0.353,0.656,0.968,0.679,0.202,1.344,0.671,condominium,no,yes,no,no,yes,750000
d24870efb46ad0a2914b675cf193ef78,gdansk,blockOfFlats,48.5,2.0,6.0,10.0,1988.0,54.35479,18.57548,5.15,8.0,0.411,0.937,0.248,0.368,0.208,3.368,0.506,condominium,no,yes,yes,no,no,619000
d21225d4ae72e598999dc866c7174ea1,krakow,apartmentBuilding,30.0,1.0,1.0,2.0,2009.0,50.0711,19.9172,2.32,32.0,0.233,0.22,0.19,0.114,0.144,0.183,0.09,condominium,yes,yes,no,yes,no,540000
57f55d0431ba1530426690693f2098ad,krakow,blockOfFlats,36.0,2.0,4.0,4.0,1960.0,50.0760889,19.9819561,3.87,17.0,0.289,0.863,0.144,0.23,0.029,1.915,0.346,cooperative,no,yes,no,no,yes,549000
4d71856bfc1dc1649d637946f01cc84c,wroclaw,tenement,51.0,2.0,1.0,2.0,1925.0,51.16426,17.12974,9.17,8.0,0.404,1.431,0.462,0.164,0.306,2.129,0.454,condominium,no,no,no,no,yes,485000
43a6b5c437a91e6f18266ed4b3b195a2,warszawa,apartmentBuilding,37.59,2.0,7.0,8.0,2021.0,52.24798,21.04487,3.34,14.0,0.248,0.858,0.328,0.684,0.332,0.316,0.263,condominium,no,no,yes,no,no,699000
5c752e14ea4767c6860a7abc72a151cb,lodz,apartmentBuilding,66.88,3.0,6.0,6.0,2011.0,51.74751,19.48974,4.48,18.0,0.416,0.661,0.31,0.142,0.057,2.22,0.288,condominium,no,yes,yes,yes,no,729000
2ab7d671eeca0f8623229f6ff88b8d29,krakow,blockOfFlats,51.96,2.0,3.0,3.0,2001.0,50.09797,20.02545,7.81,7.0,0.562,0.701,0.376,0.331,0.362,1.72,0.371,condominium,no,yes,no,yes,no,690000
06f3ce856d222625d821104616894ac9,krakow,tenement,31.7,1.0,3.0,4.0,1936.0,50.0439263,19.9601204,2.0,19.0,0.115,0.556,0.087,0.535,0.102,1.303,0.201,condominium,no,yes,no,no,yes,485000
b645a6eb01da482d2f4f5de493be3fc1,szczecin,blockOfFlats,35.6,2.0,1.0,10.0,1969.0,53.4376498,14.573637,1.79,14.0,0.17,1.251,0.055,0.41,0.258,1.217,0.187,condominium,no,yes,yes,no,yes,345000
8bef418005d0d93d8e0f7152b7736495,szczecin,blockOfFlats,35.02,2.0,5.0,5.0,2015.0,53.4259318,14.5561425,0.43,76.0,0.127,0.509,0.37,0.114,0.07,0.527,0.17,condominium,no,no,yes,no,no,449000
4e7fe7ebae6c9945fa1cddc30d777e52,lodz,blockOfFlats,43.0,2.0,8.0,10.0,1975.0,51.74613485,19.49106511,4.66,19.0,0.419,0.835,0.269,0.093,0.229,2.323,0.26,condominium,no,yes,yes,no,no,329000
7e2e7fa28f6f93f86c667215ce129360,wroclaw,tenement,66.2,3.0,1.0,3.0,1930.0,51.06141125,17.08451272,6.68,6.0,0.348,4.034,0.276,0.229,0.406,1.494,0.157,condominium,yes,no,no,no,yes,599000
46c134e3f8f4059e1bc94d58f436fae6,szczecin,blockOfFlats,26.0,2.0,3.0,4.0,1970.0,53.4223727,14.5195649,2.75,5.0,0.144,0.753,0.916,0.847,0.678,0.846,0.207,condominium,no,no,no,no,yes,349000
412eacc43644dbbcb9f8a19dec3ced0b,lodz,blockOfFlats,45.13,2.0,1.0,4.0,1970.0,51.7965284,19.3880869,4.88,18.0,0.17,3.251,0.326,0.291,0.26,0.946,0.3,cooperative,yes,yes,no,no,yes,330000
e7bdccf561523ae06b3f0ca45ca90cb3,warszawa,apartmentBuilding,70.06,3.0,4.0,4.0,2022.0,52.34612,20.94327,13.37,9.0,0.037,2.282,0.574,0.106,0.344,3.65,0.241,condominium,no,no,no,yes,no,1150000
1e4b399d289c1e325a2d37fcc34b0cfe,warszawa,blockOfFlats,48.55,2.0,1.0,7.0,2024.0,52.20312,20.88486,8.69,10.0,0.616,2.0,1.277,0.208,0.262,4.824,0.516,condominium,no,yes,yes,no,no,690000
00f40e73775334d9abecf1887128ac77,poznan,blockOfFlats,63.5,3.0,4.0,4.0,1990.0,52.4456,16.9446,4.24,9.0,0.635,0.743,0.473,0.047,0.223,3.57,0.288,condominium,no,yes,no,no,yes,635000
e26c9661b92b48d6744aa8a35e86417d,krakow,blockOfFlats,38.0,2.0,9.0,10.0,1990.0,50.048349,19.993871,4.03,1.0,0.323,1.024,0.553,0.744,0.854,1.471,0.892,cooperative,yes,no,yes,no,yes,612000
9ca6bc158d5258ce5aedd8fc72680988,warszawa,tenement,47.32,2.0,1.0,4.0,1936.0,52.24344,21.10042,6.72,30.0,0.236,0.283,0.1,0.237,0.132,0.704,0.127,condominium,no,yes,no,yes,yes,825000
c4521d0b1163668febc93e5108cc2e50,lodz,apartmentBuilding,60.0,4.0,3.0,4.0,2020.0,51.7629,19.44567,2.16,19.0,0.233,0.019,0.297,0.205,0.145,1.493,0.178,condominium,no,yes,yes,yes,no,540000
749aff7dd877c59066199e1190bd7c09,warszawa,apartmentBuilding,104.0,4.0,3.0,4.0,2000.0,52.26296,21.04397,4.43,17.0,0.179,0.792,0.422,0.27,0.154,0.874,0.377,condominium,no,yes,no,no,no,2050000
25cb6028115578777f9aa266989f37c9,gdansk,blockOfFlats,40.5,2.0,5.0,5.0,2013.0,54.3399034,18.6192124,2.51,14.0,0.182,0.902,0.076,0.242,0.094,2.594,0.03,condominium,no,yes,yes,no,no,784000
99fb597b1dafbc307fca9aa3aea0bb64,krakow,blockOfFlats,43.1,2.0,3.0,3.0,2015.0,49.99769502,19.89889285,7.0,7.0,0.179,0.582,0.255,0.148,0.249,4.337,0.313,condominium,no,no,no,no,no,635000
5eb0611f191bd57d93d74ddbd7979990,gdansk,blockOfFlats,63.8,3.0,7.0,10.0,1980.0,54.3955,18.6049,6.05,13.0,0.268,1.03,0.294,0.19,0.199,1.856,0.429,cooperative,yes,yes,yes,no,yes,893000
1c555a51618496e3cd1bf994832230e6,katowice,blockOfFlats,68.96,2.0,4.0,5.0,2021.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,no,no,yes,no,no,690000
df7eac2b3bc0923fc3be1a2592c38c51,gdansk,apartmentBuilding,65.0,2.0,2.0,3.0,2022.0,54.41207,18.55907,9.31,20.0,0.217,1.14,0.377,0.228,0.104,0.97,0.453,condominium,no,yes,yes,yes,no,1568516
f1f48148df5744cf96e37f8fa53f385d,lodz,blockOfFlats,46.5,2.0,1.0,4.0,1970.0,51.78641,19.42658,2.01,14.0,0.25,0.627,0.305,0.202,0.363,0.533,0.19,condominium,no,yes,no,no,no,385000
96aa2c7331d8ba9e077f0aa0fd16fa8c,warszawa,blockOfFlats,47.0,2.0,6.0,7.0,2002.0,52.3323987,20.9358953,12.11,15.0,0.558,1.052,0.343,0.046,0.345,2.367,0.05,cooperative,yes,no,yes,no,no,650000
8f171b25f5d1cf547988f7d64c8fc510,warszawa,blockOfFlats,74.0,4.0,6.0,10.0,1978.0,52.17244,21.07259,8.1,18.0,0.254,1.223,0.333,0.325,0.203,2.792,0.192,condominium,no,no,yes,no,yes,949000
30e4f1eb2bafb8e6fa82ee14a9c9096e,gdansk,blockOfFlats,30.0,1.0,3.0,10.0,1972.0,54.41055,18.6043,7.54,17.0,0.25,1.711,0.394,0.231,0.108,2.215,0.363,condominium,no,yes,yes,no,no,539000
0afabc8ba364ee3e9714c5926abf4a5c,gdynia,blockOfFlats,53.1,3.0,3.0,3.0,1981.0,54.53791,18.43741,6.85,0.0,2.972,4.111,2.962,2.835,3.326,3.658,3.152,condominium,no,no,no,no,yes,575000
790890dd2e44885359665e5a66f2783a,wroclaw,blockOfFlats,54.29,3.0,4.0,6.0,2019.0,51.15897,16.89849,10.62,3.0,0.696,1.815,0.341,0.6,0.096,2.262,0.428,condominium,no,yes,yes,no,no,648000
acf050e5d6199920666d4dc62f5381cc,warszawa,apartmentBuilding,31.76,1.0,4.0,8.0,2023.0,52.20473,20.93651,5.46,5.0,0.875,0.621,1.242,0.313,0.241,2.345,0.611,condominium,no,yes,yes,yes,no,625000
f4e172b25ab7ef93604a1c7b77b67522,warszawa,blockOfFlats,45.8,2.0,3.0,7.0,1964.0,52.2053,20.9734,3.58,19.0,0.219,0.657,0.124,0.052,0.141,1.044,0.099,condominium,yes,yes,yes,no,yes,690000
64339ade24f31f1749036721b2bd3f12,warszawa,blockOfFlats,44.0,2.0,2.0,3.0,2021.0,52.1424,21.06748,10.85,16.0,0.442,0.457,0.77,0.056,0.15,0.595,0.097,condominium,no,yes,yes,no,no,980000
92aed9b223fe9f82edf97889e2542095,lodz,blockOfFlats,51.16,2.0,3.0,10.0,1980.0,51.7183072,19.4734251,7.14,8.0,0.442,0.786,0.37,0.437,0.401,1.339,0.157,condominium,no,yes,yes,no,yes,369000
4b5160921dc40254d8354455f831e47c,krakow,apartmentBuilding,41.19,2.0,4.0,7.0,2023.0,50.04835,19.99387,4.03,1.0,0.324,1.024,0.553,0.745,0.854,1.472,0.892,condominium,no,yes,yes,no,no,609000
e3b5649d5b92ff6bf768e93f24f2072e,krakow,apartmentBuilding,140.16,5.0,1.0,1.0,2019.0,50.066687,19.8799987,4.36,7.0,0.845,1.29,0.247,1.291,0.229,1.26,0.23,condominium,no,yes,no,no,no,2382720
20c2789f8371f8303ca4be82aa5e1835,lodz,blockOfFlats,50.07,2.0,3.0,4.0,1982.0,51.71693,19.49134,7.61,18.0,0.135,0.353,0.375,0.249,0.34,2.148,0.369,condominium,no,no,no,no,yes,330000
7efcda45f758d3ccbeb439e1ad0a5ec7,warszawa,blockOfFlats,82.0,4.0,1.0,4.0,2024.0,52.25102,21.06326,4.6,11.0,0.329,0.438,0.519,0.368,0.127,0.589,0.374,condominium,no,yes,yes,no,no,1349000
598d29d344832ff497f35cfd257391b7,warszawa,blockOfFlats,47.05,3.0,2.0,4.0,1960.0,52.2148724,21.0434072,3.3,9.0,0.222,1.441,1.077,0.318,0.36,1.756,0.881,condominium,no,yes,no,no,yes,1175000
68eca5a84e540eef5d0d3e57e35ea2db,warszawa,apartmentBuilding,143.6,5.0,8.0,8.0,2003.0,52.1306529,21.0761039,12.28,24.0,0.094,0.188,0.276,0.203,0.056,0.887,0.377,condominium,yes,yes,yes,no,no,2725000
52d43150974cc59ac5e06974edede677,krakow,blockOfFlats,40.0,2.0,4.0,4.0,1994.0,50.06914575,19.98121307,3.42,12.0,0.567,0.222,0.251,0.207,0.177,1.467,0.441,cooperative,no,yes,no,no,no,679000
44a90c9a6d60f7771a6f5643d34ba1ce,gdynia,blockOfFlats,67.2,4.0,4.0,8.0,2020.0,54.55722,18.4846,5.36,0.0,2.459,3.184,2.327,2.331,2.613,2.605,2.579,condominium,yes,yes,yes,yes,no,759000
1eb6d2818122b15c90e3265dafc245b9,krakow,apartmentBuilding,46.0,2.0,2.0,5.0,2016.0,50.065066,19.9511017,1.41,52.0,0.313,0.046,0.354,0.927,0.05,0.771,0.023,condominium,no,yes,yes,no,no,1250000
819d3aa967c8aa82e85bb7d09c860265,warszawa,apartmentBuilding,69.2,3.0,4.0,6.0,2005.0,52.22715,21.09363,6.16,21.0,0.335,0.049,0.338,0.164,0.052,1.511,0.036,condominium,no,yes,yes,yes,no,945000
ad3adf29385d4210b38c59be2f4784b5,warszawa,apartmentBuilding,40.6,2.0,7.0,8.0,1960.0,52.2275,21.0126,0.77,121.0,0.298,0.189,0.115,0.332,0.056,0.1,0.146,condominium,no,no,yes,yes,yes,893000
58951ef4e668d5b818bc9de4b05f336e,katowice,blockOfFlats,38.0,2.0,3.0,15.0,1969.0,50.2648919,19.0237815,0.69,24.0,0.382,0.168,0.289,0.298,0.141,0.375,0.219,condominium,yes,yes,yes,no,no,300000
f2e1b22d3295b07d9f2bf7bd67284b44,krakow,blockOfFlats,44.2,2.0,2.0,4.0,1970.0,50.0185158,19.9861128,5.32,21.0,0.391,1.252,0.26,0.289,0.065,2.418,0.076,condominium,no,yes,no,no,no,745000
29abf9c51e40f0930f06ccfcfcced91a,warszawa,tenement,55.0,2.0,2.0,3.0,1950.0,52.20816879,21.01751089,2.79,30.0,0.13,0.479,0.494,0.291,0.101,0.142,0.164,condominium,no,yes,no,no,yes,1045000
e2dda9eea6628dba70a741ac69a47720,warszawa,blockOfFlats,54.5,4.0,3.0,4.0,1970.0,52.2937236,21.04061718,7.34,21.0,0.271,0.413,0.328,0.159,0.258,2.479,0.219,condominium,no,yes,no,no,yes,749000
16e2e5ec75e6e8dd95cce573737dbd83,warszawa,blockOfFlats,60.0,3.0,1.0,7.0,1980.0,52.2355,21.0077,0.51,61.0,0.323,0.595,0.207,0.297,0.081,0.289,0.135,condominium,yes,yes,yes,yes,yes,1155000
ce73a64704e546bb3a4ea4d1581c8604,warszawa,apartmentBuilding,78.4,4.0,4.0,5.0,2010.0,52.2409331,21.0815292,5.41,43.0,0.133,0.63,0.06,0.108,0.173,0.111,0.217,condominium,yes,yes,yes,no,no,1990000
478ccaffd881124649f0eb51aae72698,krakow,blockOfFlats,80.56,3.0,2.0,4.0,2010.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,condominium,no,yes,no,no,no,920000
b3587cc1ff806f767cbf9b3310a37f52,lodz,blockOfFlats,52.6,3.0,4.0,4.0,1975.0,51.73456,19.4799,5.5,26.0,0.29,0.482,0.313,0.128,0.011,0.954,0.037,condominium,no,yes,no,no,yes,410000
080a22acba716a7d3fd068cb9bf42ab7,warszawa,apartmentBuilding,65.0,3.0,2.0,3.0,2020.0,52.23706,21.1295,8.6,5.0,0.303,1.42,1.019,0.186,0.55,1.409,0.41,condominium,yes,yes,yes,no,no,1150000
c8ec4b7f6d74986b07ee5824cfa72fb8,lodz,apartmentBuilding,40.0,2.0,2.0,2.0,2023.0,51.78624,19.37645,5.41,1.0,0.708,3.119,1.206,0.771,0.261,1.369,0.955,condominium,no,yes,no,yes,no,520000
d825d365ab03547521be847524c18d5e,krakow,blockOfFlats,48.84,2.0,2.0,4.0,2019.0,50.07769,19.8756941,5.12,4.0,0.423,0.741,0.7,0.653,0.417,1.462,0.664,condominium,yes,yes,yes,no,no,970000
b641b57c529b77dd431788bbd331f65e,warszawa,tenement,61.0,2.0,5.0,5.0,1950.0,52.2301981,21.0112254,0.55,103.0,0.214,0.134,0.187,0.351,0.128,0.201,0.057,condominium,no,no,yes,no,no,1750000
5e1a269a6610568339fc4aa647e44848,wroclaw,blockOfFlats,58.0,3.0,3.0,4.0,1970.0,51.0989,17.0177,1.56,29.0,0.163,0.872,0.464,0.079,0.107,0.679,0.163,cooperative,no,no,no,no,yes,645000
ef337e94162308ae6074f043030a9292,krakow,blockOfFlats,40.48,2.0,2.0,5.0,2024.0,50.06669,19.9731,2.78,10.0,0.585,0.662,0.39,0.508,0.129,0.832,0.509,condominium,no,yes,yes,no,no,829840
ee57e4cb4370a27b9eea652fd6ba93d3,warszawa,blockOfFlats,42.0,2.0,1.0,4.0,2023.0,52.15414,21.0841,10.22,7.0,0.62,1.964,1.053,0.182,0.104,1.893,0.125,condominium,no,yes,yes,yes,no,919000
2744914a6701770f0611a8ea110c6f3d,lodz,tenement,73.0,3.0,2.0,4.0,1912.0,51.76974,19.44401,1.5,17.0,0.165,0.759,0.361,0.415,0.13,1.657,0.124,condominium,no,no,no,no,no,499000
7315d1e6a83fc54d5eb1fe53e4cbd43e,bydgoszcz,blockOfFlats,45.8,2.0,8.0,11.0,1968.0,53.124772,18.036264,2.39,17.0,0.213,0.494,0.21,0.13,0.179,0.957,0.245,cooperative,yes,no,yes,no,yes,345000
dfbda8e8ee7fc3a70449930e51c81403,warszawa,blockOfFlats,53.0,3.0,5.0,5.0,1997.0,52.2685271,20.94443866,5.74,15.0,0.601,0.92,0.473,0.23,0.238,0.794,0.127,cooperative,no,yes,no,no,no,970000
db9b6f837df91897b24dfcd2202d1991,wroclaw,apartmentBuilding,79.02,4.0,1.0,6.0,2017.0,51.1172,17.0469,1.4,31.0,0.174,0.461,0.181,0.181,0.132,0.538,0.372,condominium,yes,yes,yes,no,yes,1600000
db7df79ed3abce67bd0110098e551713,gdynia,tenement,55.7,2.0,1.0,4.0,1956.0,54.51343,18.53277,0.95,35.0,0.274,0.316,0.088,0.284,0.271,0.126,0.101,condominium,no,no,no,no,yes,749000
49650c1f5670c9b016e62a6fe4e985f1,wroclaw,apartmentBuilding,63.0,3.0,3.0,6.0,2019.0,51.1515525,17.0729966,5.45,4.0,0.475,2.023,2.085,0.16,0.126,1.228,1.227,condominium,yes,yes,yes,no,no,779000
55749f743596455d79033c7cdd3d7117,gdansk,apartmentBuilding,33.2,2.0,2.0,6.0,2018.0,54.3488,18.66295,0.56,54.0,0.675,0.903,0.318,0.528,0.146,0.835,0.141,condominium,no,yes,yes,no,no,798000
477b86349cca8323751a793b0f77c32f,radom,tenement,82.95,3.0,2.0,3.0,1960.0,51.3930591,21.1524486,1.3,27.0,0.211,0.564,0.255,0.251,0.102,0.838,0.3,condominium,no,no,no,no,no,779000
17f791f4ccd254ce1afd0e345bc4e412,wroclaw,tenement,60.92,3.0,1.0,3.0,1950.0,51.1213363,17.0322687,1.2,36.0,0.131,0.083,0.346,0.124,0.112,0.491,0.082,condominium,no,no,no,no,yes,609200
32d268f8c94f9f434ac11666d6f05c3d,warszawa,blockOfFlats,31.0,1.0,3.0,5.0,1990.0,52.2206179,21.0136316,1.41,90.0,0.143,0.347,0.308,0.109,0.089,0.16,0.129,cooperative,no,yes,yes,no,no,770500
914bb5a8037e84589fb7918b715e6b25,poznan,blockOfFlats,56.9,3.0,2.0,2.0,2005.0,52.45224,16.87719,6.32,7.0,0.794,1.064,0.678,0.144,0.695,2.21,0.416,condominium,yes,yes,no,no,no,570000
8c7b3d98ebdac4bbf357066f4561668c,krakow,blockOfFlats,64.35,3.0,1.0,2.0,2021.0,50.0155,20.029,7.84,2.0,0.572,2.001,0.489,0.428,0.593,2.96,0.517,condominium,yes,yes,no,yes,no,949000
8ab73f6567a7339d8e83c43b65ff6a16,bialystok,blockOfFlats,38.0,2.0,1.0,4.0,1970.0,53.14429929,23.13573718,1.37,18.0,0.059,0.428,0.378,0.072,0.27,1.187,0.23,condominium,no,yes,no,no,yes,349000
7fb63cd3b9ef24af8e069f406215eecd,krakow,apartmentBuilding,52.0,2.0,1.0,1.0,1992.0,50.0603,19.907,2.31,7.0,0.551,0.905,1.08,0.644,0.214,1.198,0.749,condominium,yes,yes,no,no,no,810000
